Time(s),X_cm,Y_cm,X_px_raw,Y_px_raw
0.0,12.245680043622468,9.003623978471213,1234.0,920.0
0.033,12.245762257101948,9.00364816362763,1234.001,919.9995
0.067,12.270016897142504,8.748631639506954,1235.019,922.9983
0.1,12.271364570972208,8.74844516700171,1235.037,922.9971
0.133,12.272710550330109,8.748250722633388,1235.055,922.996
0.167,12.274058224159816,8.748064250128142,1235.073,922.9948
0.2,12.275477944638158,8.747854131600807,1235.092,922.9937
0.233,12.276823923996036,8.747659687232481,1235.11,922.9926
0.267,12.278173292297552,8.74748118659033,1235.128,922.9913
0.3,12.279520966127258,8.747294714085093,1235.146,922.9901
0.333,12.280868639956967,8.747108241579856,1235.164,922.9889
0.367,12.28221631378667,8.74692176907461,1235.182,922.9877
0.4,12.393572822795344,8.18120339626699,1238.187,929.4933
0.433,12.393500776146706,8.181227042289091,1238.186,929.4932
0.467,12.447916123777803,8.088048428223289,1239.149,930.4727
0.5,12.445610504634203,8.0902549017437,1239.113,930.4521
0.533,12.443229449898338,8.09246907756004,1239.076,930.4316
0.567,12.44092213628291,8.094667579217361,1239.04,930.4111
0.6,12.438541081547042,8.096881755033706,1239.003,930.3906
0.633,12.436233767931634,8.099080256691026,1238.967,930.3701
0.667,12.507593833640787,8.085620273491875,1239.93,930.3496
0.7,12.505286520025361,8.087818775149197,1239.894,930.3291
0.733,12.502905465289494,8.090032950965544,1239.857,930.3086
0.767,12.50059815167407,8.092231452622867,1239.821,930.2881
0.8,12.49821709693822,8.0944456284392,1239.784,930.2676
0.833,12.49590978332279,8.096644130096522,1239.748,930.2471
0.867,12.493528728586927,8.09885830591287,1239.711,930.2266
0.9,12.491221414971498,8.101056807570192,1239.675,930.2061
0.933,12.488842054707439,8.103278955249614,1239.638,930.1855
0.967,12.486534741092031,8.105477456906943,1239.602,930.165
1.0,12.484153686356162,8.10769163272328,1239.565,930.1445
1.033,12.481846372740737,8.109890134380603,1239.529,930.124
1.067,12.479465318004868,8.11210431019694,1239.492,930.1035
1.1,12.477085957740812,8.114326457876372,1239.455,930.0829
1.133,12.4747786441254,8.116524959533688,1239.419,930.0624
1.167,12.4747786441254,8.116524959533688,1239.419,930.0624
1.2,12.4747786441254,8.116524959533688,1239.419,930.0624
1.233,12.4747786441254,8.116524959533688,1239.419,930.0624
1.267,12.4747786441254,8.116524959533688,1239.419,930.0624
1.3,12.4747786441254,8.116524959533688,1239.419,930.0624
1.333,12.4747786441254,8.116524959533688,1239.419,930.0624
1.367,12.4747786441254,8.116524959533688,1239.419,930.0624
1.4,12.4747786441254,8.116524959533688,1239.419,930.0624
1.433,12.4747786441254,8.116524959533688,1239.419,930.0624
1.467,12.4747786441254,8.116524959533688,1239.419,930.0624
1.5,12.4747786441254,8.116524959533688,1239.419,930.0624
1.533,12.4747786441254,8.116524959533688,1239.419,930.0624
1.567,12.4747786441254,8.116524959533688,1239.419,930.0624
1.6,12.4747786441254,8.116524959533688,1239.419,930.0624
1.633,12.4747786441254,8.116524959533688,1239.419,930.0624
1.667,12.4747786441254,8.116524959533688,1239.419,930.0624
1.7,12.4747786441254,8.116524959533688,1239.419,930.0624
1.733,12.4747786441254,8.116524959533688,1239.419,930.0624
1.767,12.4747786441254,8.116524959533688,1239.419,930.0624
1.8,12.4747786441254,8.116524959533688,1239.419,930.0624
1.833,12.4747786441254,8.116524959533688,1239.419,930.0624
1.867,12.4747786441254,8.116524959533688,1239.419,930.0624
1.9,12.4747786441254,8.116524959533688,1239.419,930.0624
1.933,12.4747786441254,8.116524959533688,1239.419,930.0624
1.967,12.4747786441254,8.116524959533688,1239.419,930.0624
2.0,12.4747786441254,8.116524959533688,1239.419,930.0624
2.033,12.4747786441254,8.116524959533688,1239.419,930.0624
2.067,12.4747786441254,8.116524959533688,1239.419,930.0624
2.1,12.4747786441254,8.116524959533688,1239.419,930.0624
2.133,12.4747786441254,8.116524959533688,1239.419,930.0624
2.167,12.4747786441254,8.116524959533688,1239.419,930.0624
2.2,12.4747786441254,8.116524959533688,1239.419,930.0624
2.233,12.4747786441254,8.116524959533688,1239.419,930.0624
2.267,12.4747786441254,8.116524959533688,1239.419,930.0624
2.3,12.4747786441254,8.116524959533688,1239.419,930.0624
2.333,12.4747786441254,8.116524959533688,1239.419,930.0624
2.367,12.4747786441254,8.116524959533688,1239.419,930.0624
2.4,12.4747786441254,8.116524959533688,1239.419,930.0624
2.433,12.4747786441254,8.116524959533688,1239.419,930.0624
2.467,12.4747786441254,8.116524959533688,1239.419,930.0624
2.5,12.4747786441254,8.116524959533688,1239.419,930.0624
2.533,12.4747786441254,8.116524959533688,1239.419,930.0624
2.567,12.4747786441254,8.116524959533688,1239.419,930.0624
2.6,12.4747786441254,8.116524959533688,1239.419,930.0624
2.633,12.4747786441254,8.116524959533688,1239.419,930.0624
2.667,12.4747786441254,8.116524959533688,1239.419,930.0624
2.7,12.4747786441254,8.116524959533688,1239.419,930.0624
2.733,12.4747786441254,8.116524959533688,1239.419,930.0624
2.767,12.4747786441254,8.116524959533688,1239.419,930.0624
2.8,12.4747786441254,8.116524959533688,1239.419,930.0624
2.833,12.4747786441254,8.116524959533688,1239.419,930.0624
2.867,12.4747786441254,8.116524959533688,1239.419,930.0624
2.9,12.4747786441254,8.116524959533688,1239.419,930.0624
2.933,12.4747786441254,8.116524959533688,1239.419,930.0624
2.967,12.4747786441254,8.116524959533688,1239.419,930.0624
3.0,12.4747786441254,8.116524959533688,1239.419,930.0624
3.033,12.4747786441254,8.116524959533688,1239.419,930.0624
3.067,12.4747786441254,8.116524959533688,1239.419,930.0624
3.1,12.4747786441254,8.116524959533688,1239.419,930.0624
3.133,12.4747786441254,8.116524959533688,1239.419,930.0624
3.167,12.4747786441254,8.116524959533688,1239.419,930.0624
3.2,12.4747786441254,8.116524959533688,1239.419,930.0624
3.233,12.4747786441254,8.116524959533688,1239.419,930.0624
3.267,12.4747786441254,8.116524959533688,1239.419,930.0624
3.3,12.4747786441254,8.116524959533688,1239.419,930.0624
3.333,12.4747786441254,8.116524959533688,1239.419,930.0624
3.367,12.4747786441254,8.116524959533688,1239.419,930.0624
3.4,12.4747786441254,8.116524959533688,1239.419,930.0624
3.433,12.4747786441254,8.116524959533688,1239.419,930.0624
3.467,12.4747786441254,8.116524959533688,1239.419,930.0624
3.5,12.4747786441254,8.116524959533688,1239.419,930.0624
3.533,12.4747786441254,8.116524959533688,1239.419,930.0624
3.567,12.4747786441254,8.116524959533688,1239.419,930.0624
3.6,12.4747786441254,8.116524959533688,1239.419,930.0624
3.633,12.4747786441254,8.116524959533688,1239.419,930.0624
3.667,12.4747786441254,8.116524959533688,1239.419,930.0624
3.7,12.4747786441254,8.116524959533688,1239.419,930.0624
3.733,12.4747786441254,8.116524959533688,1239.419,930.0624
3.767,12.4747786441254,8.116524959533688,1239.419,930.0624
3.8,12.4747786441254,8.116524959533688,1239.419,930.0624
3.833,12.4747786441254,8.116524959533688,1239.419,930.0624
3.867,12.4747786441254,8.116524959533688,1239.419,930.0624
3.9,12.4747786441254,8.116524959533688,1239.419,930.0624
3.933,12.4747786441254,8.116524959533688,1239.419,930.0624
3.967,12.4747786441254,8.116524959533688,1239.419,930.0624
4.0,12.4747786441254,8.116524959533688,1239.419,930.0624
4.033,12.4747786441254,8.116524959533688,1239.419,930.0624
4.067,12.4747786441254,8.116524959533688,1239.419,930.0624
4.1,12.4747786441254,8.116524959533688,1239.419,930.0624
4.133,12.4747786441254,8.116524959533688,1239.419,930.0624
4.167,12.4747786441254,8.116524959533688,1239.419,930.0624
4.2,12.4747786441254,8.116524959533688,1239.419,930.0624
4.233,12.4747786441254,8.116524959533688,1239.419,930.0624
4.267,12.4747786441254,8.116524959533688,1239.419,930.0624
4.3,12.4747786441254,8.116524959533688,1239.419,930.0624
4.333,12.4747786441254,8.116524959533688,1239.419,930.0624
4.367,12.4747786441254,8.116524959533688,1239.419,930.0624
4.4,12.4747786441254,8.116524959533688,1239.419,930.0624
4.433,12.4747786441254,8.116524959533688,1239.419,930.0624
4.467,17.339498450645305,3.0831204337418203,1316.419,978.0624
4.5,17.339573886237556,3.0831127314458895,1316.42,978.0623
4.533,17.33964932182981,3.083105029149968,1316.421,978.0622
4.567,17.339724757422058,3.0830973268540376,1316.422,978.0621
4.6,17.33980019301431,3.083089624558108,1316.423,978.062
4.633,17.339877323078372,3.0830898941252705,1316.424,978.0618
4.667,17.339951064198814,3.0830742199662557,1316.425,978.0618
4.7,17.340026499791062,3.0830665176703254,1316.426,978.0617
4.733,17.340101935383316,3.083058815374394,1316.427,978.0616
4.767,17.34017737097558,3.0830511130784615,1316.428,978.0615
4.8,17.340251112096023,3.0830354389194468,1316.429,978.0615
4.833,17.340326547688278,3.0830277366235155,1316.43,978.0614
4.867,17.34040028880872,3.0830120624645003,1316.431,978.0614
4.9,17.34047572440097,3.083004360168579,1316.432,978.0613
4.933,17.340623206641858,3.0829730118505485,1316.434,978.0613
4.967,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.0,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.033,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.067,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.1,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.133,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.167,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.2,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.233,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.267,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.3,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.333,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.367,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.4,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.433,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.467,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.5,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.533,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.567,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.6,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.633,17.340623206641858,3.0829730118505485,1316.434,978.0613
5.667,17.340623206641858,3.0829730118505485,1316.434,978.0613
